step,fraction,sample_size,dimension,mean_cosine,cosine_std,uniformity,effective_rank,participation_ratio,top_eigenvalue_share,top10_eigenvalue_share,hubness_skew_k10,neighborhood_preservation
0,0.0,512.0,384.0,0.04424262046813965,0.08676648139953613,-3.757751703262329,162.01747131347656,105.87442948479756,0.03659483790397644,0.20892708003520966,0.8836277608481524,1.0
20,1.0,512.0,384.0,0.05539114400744438,0.08576776832342148,-3.715308666229248,164.92160034179688,108.87096869211763,0.03484811261296272,0.20445440709590912,0.9068500776408919,0.8667968750000001
