seed,branch,classification_inter_distance,classification_intra_distance,classification_margin,cosine_std,dimension,effective_rank,hubness_skew_k10,mean_cosine,neighborhood_preservation,participation_ratio,retrieval_margin,retrieval_negative_cosine,retrieval_positive_cosine,sample_size,sts_alignment,sts_mean_cosine,top10_eigenvalue_share,top_eigenvalue_share,uniformity
43,mix_s060_c000_r040,0.6643598079681396,0.591927707195282,0.07243210077285767,0.10241013765335083,384.0,186.96702575683594,2.9702100183858,0.3127582371234894,0.5021899999999999,112.34057054363933,0.19637756049633026,0.5642589926719666,0.760636568069458,10000.0,0.17454780638217926,0.784151554107666,0.21544191241264343,0.034257933497428894,-2.6651248931884766
43,mix_s060_c020_r020,0.3421836197376251,0.2463512271642685,0.09583239257335663,0.08544657379388809,384.0,157.28623962402344,4.811687680676204,0.601982593536377,0.3814,72.59429790513849,0.1364523321390152,0.6953822374343872,0.8318345546722412,10000.0,0.10043996572494507,0.8685228228569031,0.2784762680530548,0.0688210129737854,-1.5370118618011475
43,mix_s060_c040_r000,0.2682964503765106,0.13897840678691864,0.12931804358959198,0.06349239498376846,384.0,118.48868560791016,4.609156831284664,0.7476351857185364,0.2538,36.7666240330549,0.049729183316230774,0.7841669917106628,0.8338962197303772,10000.0,0.07137022167444229,0.9030847549438477,0.3580905497074127,0.1258767694234848,-0.9789358377456665
43,mix_s080_c000_r020,0.4991414248943329,0.439767986536026,0.059373438358306885,0.09461130946874619,384.0,175.8620147705078,3.9184373782573862,0.49388226866722107,0.45050999999999997,100.88191519332993,0.15368269383907318,0.6536871790885925,0.8073698282241821,10000.0,0.11930718272924423,0.846448540687561,0.23498322069644928,0.03723369911313057,-1.9560422897338867
43,mix_s080_c020_r000,0.29912516474723816,0.20116804540157318,0.09795711934566498,0.0637173056602478,384.0,144.37367248535156,5.052660830033445,0.6930593848228455,0.32725,59.393373188428164,0.06749109923839569,0.7644705772399902,0.8319616317749023,10000.0,0.07949520647525787,0.8914453983306885,0.3003937900066376,0.0856289193034172,-1.1967047452926636
43,mix_s100_c000_r000,0.35832783579826355,0.31673792004585266,0.04158991575241089,0.06557978689670563,384.0,174.90280151367188,4.832074433954818,0.6360307931900024,0.38583999999999996,102.76168619552321,0.0909421294927597,0.7453330755233765,0.8362751603126526,10000.0,0.09181084483861923,0.8751571774482727,0.22855699062347412,0.037986595183610916,-1.4228613376617432
43,mix_s033_c033_r033,0.32827630639076233,0.20686787366867065,0.12140843272209167,0.10463739186525345,384.0,146.7904510498047,4.426090953508165,0.5882430672645569,0.314,59.21715837508436,0.16410772502422333,0.6411789059638977,0.8052866458892822,10000.0,0.11501028388738632,0.858389139175415,0.3047204315662384,0.08555930852890015,-1.566022515296936
44,m0,0.9630271792411804,0.8755060434341431,0.08752113580703735,0.08612614125013351,384.0,203.61087036132812,1.6685527377486646,0.0422806441783905,1.0,134.13811289384162,0.20274612307548523,0.5355883836746216,0.7383344769477844,10000.0,0.27814561128616333,0.6500272750854492,0.18197417259216309,0.03008764423429966,-3.76702880859375
44,control,0.9748920202255249,0.9130433797836304,0.06184864044189453,0.07366940379142761,384.0,234.11154174804688,1.4258580539947376,0.004614162724465132,0.59836,179.46561012045052,0.20444217324256897,0.5023394823074341,0.7067816257476807,10000.0,0.31088483333587646,0.6239269375801086,0.12904928624629974,0.017847096547484398,-3.9360969066619873
44,mix_s000_c000_r100,0.9651297330856323,0.8949153423309326,0.07021439075469971,0.08125055581331253,384.0,218.49072265625,1.5842462653504161,0.034929174929857254,0.6603699999999999,153.06850369399146,0.2619462311267853,0.4605242908000946,0.7224705219268799,10000.0,0.3219205439090729,0.6245738863945007,0.16019703447818756,0.024182291701436043,-3.804227590560913
44,mix_s000_c020_r080,0.6351995468139648,0.5503093004226685,0.08489024639129639,0.10348138213157654,384.0,208.52745056152344,3.133086067708648,0.20306183397769928,0.47676999999999997,130.55837772054124,0.2414616197347641,0.4919096529483795,0.7333711981773376,10000.0,0.28792521357536316,0.6655203700065613,0.18954719603061676,0.03648488596081734,-3.100587844848633
44,mix_s000_c040_r060,0.37231409549713135,0.2519278824329376,0.12038621306419373,0.13436299562454224,384.0,168.49473571777344,4.4729301469915566,0.43587741255760193,0.31714,76.28992820506497,0.21626366674900055,0.5288427472114563,0.7451065182685852,10000.0,0.2151162028312683,0.737691342830658,0.26744386553764343,0.0699998289346695,-2.120676040649414
44,mix_s000_c060_r040,0.28760865330696106,0.1487247496843338,0.13888390362262726,0.13298851251602173,384.0,133.9747314453125,4.2172634618582485,0.5814424753189087,0.2548,47.96327883020247,0.18948504328727722,0.5767068266868591,0.766191840171814,10000.0,0.16858911514282227,0.7849082350730896,0.3381235897541046,0.09836849570274353,-1.5471707582473755
44,mix_s000_c080_r020,0.2672577500343323,0.10390327870845795,0.16335447132587433,0.11672711372375488,384.0,97.7218017578125,3.618484843288609,0.677725076675415,0.211,27.916230034938568,0.14976978302001953,0.6314796209335327,0.7812494039535522,10000.0,0.13005021214485168,0.8273614048957825,0.42173975706100464,0.14406631886959076,-1.191648244857788
44,mix_s000_c100_r000,0.23975874483585358,0.06895919889211655,0.17079954594373703,0.0780082419514656,384.0,48.26582336425781,2.590575048347335,0.8175753951072693,0.1339,11.373761631664518,0.03105890192091465,0.7541110515594482,0.7851698994636536,10000.0,0.07723003625869751,0.899452269077301,0.5757876038551331,0.2522623836994171,-0.6853739023208618
44,mix_s020_c000_r080,0.9279060363769531,0.8448352217674255,0.08307081460952759,0.08864922821521759,384.0,207.5805206298828,1.6339704115346732,0.06950516998767853,0.69627,137.6871573268502,0.2480028122663498,0.4775511920452118,0.7255539894104004,10000.0,0.26813632249832153,0.6753262281417847,0.1792653352022171,0.027841733768582344,-3.655190944671631
44,mix_s020_c020_r060,0.5362444519996643,0.4439484775066376,0.09229597449302673,0.11011292040348053,384.0,193.76588439941406,3.5333513248702832,0.30552345514297485,0.44985,111.42458522349578,0.21916525065898895,0.5247093439102173,0.7438745498657227,10000.0,0.20732122659683228,0.7514941692352295,0.21490636467933655,0.04387499392032623,-2.682016134262085
44,mix_s020_c040_r040,0.33290165662765503,0.20951412618160248,0.12338753044605255,0.11530216038227081,384.0,150.96548461914062,4.267785703793912,0.5505044460296631,0.31193000000000004,61.77902951778945,0.18309924006462097,0.5982390642166138,0.7813383340835571,10000.0,0.1339828372001648,0.8358922600746155,0.2988458275794983,0.08254716545343399,-1.6997895240783691
