step,fraction,sample_size,dimension,mean_cosine,cosine_std,uniformity,effective_rank,participation_ratio,top_eigenvalue_share,top10_eigenvalue_share,hubness_skew_k10,neighborhood_preservation
0,0.0,10000.0,384.0,0.042331937700510025,0.0864267647266388,-3.7660415172576904,203.61087036132812,134.13811289384162,0.03008764423429966,0.18197417259216309,1.6685527377486646,1.0
68,0.25,10000.0,384.0,0.007795961108058691,0.07434048503637314,-3.922421455383301,232.9080047607422,177.66605246127108,0.018745727837085724,0.13080444931983948,1.3979165413587022,0.5687599999999999
135,0.5,10000.0,384.0,0.006789921782910824,0.07299739867448807,-3.9283363819122314,237.05760192871094,184.48886493259056,0.01719026267528534,0.12285120785236359,1.4094680405974636,0.4935799999999999
270,1.0,10000.0,384.0,0.0058204918168485165,0.07234141230583191,-3.9331111907958984,238.95664978027344,188.01507232911484,0.016430385410785675,0.11824367940425873,1.4055645212992083,0.46016
