model,seed,branch,step,fraction,sample_size,dimension,mean_cosine,cosine_std,uniformity,effective_rank,participation_ratio,top_eigenvalue_share,top10_eigenvalue_share,hubness_skew_k10,neighborhood_preservation
all_minilm,44,control,135,0.5,10000.0,384.0,0.00584910903126,0.0740911960601806,-3.930601119995117,233.03976440429688,177.51440817700646,0.0187404006719589,0.1311696171760559,1.4146117986952835,0.60161
all_minilm,44,control,270,1.0,10000.0,384.0,0.0042611891403794,0.0732727795839309,-3.938084125518799,235.6376037597656,181.4466161857146,0.0178875885903835,0.1273160278797149,1.4221470140572494,0.56445
all_minilm,44,retrieval,0,0.0,10000.0,384.0,0.0422806441783905,0.0861261412501335,-3.76702880859375,203.61087036132807,134.13811289384162,0.0300876442342996,0.181974172592163,1.6685527377486646,1.0
all_minilm,44,retrieval,68,0.25,10000.0,384.0,0.0381023809313774,0.0829473584890365,-3.788914203643799,213.38592529296875,146.25869198742737,0.0262577682733535,0.1677817702293396,1.5632707682353473,0.7793899999999999
all_minilm,44,retrieval,135,0.5,10000.0,384.0,0.0359324589371681,0.0819705799221992,-3.799100399017334,216.38381958007807,150.0976208609111,0.025290098041296,0.1634115278720855,1.5814121907565586,0.70398
all_minilm,44,retrieval,270,1.0,10000.0,384.0,0.034963846206665,0.0812385529279708,-3.8040413856506334,218.7919006347656,153.0953664373856,0.0245941951870918,0.1602546721696853,1.6086200871704188,0.6733600000000001
all_minilm,44,sts,0,0.0,10000.0,384.0,0.0422806441783905,0.0861261412501335,-3.76702880859375,203.61087036132807,134.13811289384162,0.0300876442342996,0.181974172592163,1.6685527377486646,1.0
all_minilm,44,sts,68,0.25,10000.0,384.0,0.2105625718832016,0.0976533889770507,-3.078707933425904,184.12533569335932,108.69055245277406,0.0374277532100677,0.2206878513097763,2.1611750728570565,0.54703
all_minilm,44,sts,135,0.5,10000.0,384.0,0.6093827486038208,0.0761675089597702,-1.5184173583984375,169.5447998046875,94.73743614479676,0.0403204932808876,0.2450353652238845,4.456711856207787,0.35822
all_minilm,44,sts,270,1.0,10000.0,384.0,0.6297309994697571,0.0662191361188888,-1.4474163055419922,176.79791259765625,103.8436872723982,0.0370972380042076,0.227591797709465,4.7590155639829845,0.37377
