step,fraction,sample_size,dimension,mean_cosine,cosine_std,uniformity,effective_rank,participation_ratio,top_eigenvalue_share,top10_eigenvalue_share,hubness_skew_k10
0,0.0,10000.0,384.0,0.8729493618011475,0.03835097700357437,-0.49695998430252075,67.0517578125,26.377473865523843,0.11394854635000229,0.514404833316803,1.993452456276004
195,0.25,10000.0,384.0,0.07777706533670425,0.1365557461977005,-3.527594566345215,85.04415130615234,46.86044414112477,0.06060175225138664,0.37134724855422974,0.9275024380899953
390,0.5,10000.0,384.0,0.03600592911243439,0.1339166909456253,-3.7018065452575684,94.84465026855469,53.231334277850834,0.05675791576504707,0.3370479941368103,0.9093153662718403
781,1.0,10000.0,384.0,0.02326846681535244,0.1299644559621811,-3.762267827987671,101.5591812133789,58.161107254744984,0.05343044921755791,0.31378865242004395,0.9208225148854537
