step,fraction,sample_size,dimension,mean_cosine,cosine_std,uniformity,effective_rank,participation_ratio,top_eigenvalue_share,top10_eigenvalue_share,hubness_skew_k10
0,0.0,10000.0,384.0,0.8727037310600281,0.03842747211456299,-0.4979074001312256,67.0517578125,26.377473865523843,0.11394854635000229,0.514404833316803,1.993452456276004
195,0.25,10000.0,384.0,0.08048374950885773,0.13779716193675995,-3.513467788696289,83.1168212890625,45.861259332912894,0.05928410217165947,0.377170592546463,0.861006065041904
390,0.5,10000.0,384.0,0.03559486195445061,0.1346673220396042,-3.701216697692871,92.96150970458984,52.2193616469281,0.05654264986515045,0.34282127022743225,0.8796925747914783
781,1.0,10000.0,384.0,0.0211463775485754,0.13088110089302063,-3.7681241035461426,99.05516052246094,56.83560150123581,0.05285044014453888,0.3199869692325592,0.9203791450957051
